Id,Category,Title,Published,Abstract,URL
2308.14284v1,cs.AI,LLM Powered Sim-to-real Transfer for Traffic Signal Control,2023-08-28 03:49:13+00:00,"Numerous solutions are proposed for the Traffic Signal Control (TSC) tasks
aiming to provide efficient transportation and mitigate congestion waste. In
recent, promising results have been attained by Reinforcement Learning (RL)
methods through trial and error in simulators, bringing confidence in solving
cities' congestion headaches. However, there still exist performance gaps when
simulator-trained policies are deployed to the real world. This issue is mainly
introduced by the system dynamic difference between the training simulator and
the real-world environments. The Large Language Models (LLMs) are trained on
mass knowledge and proved to be equipped with astonishing inference abilities.
In this work, we leverage LLMs to understand and profile the system dynamics by
a prompt-based grounded action transformation. Accepting the cloze prompt
template, and then filling in the answer based on accessible context, the
pre-trained LLM's inference ability is exploited and applied to understand how
weather conditions, traffic states, and road types influence traffic dynamics,
being aware of this, the policies' action is taken and grounded based on
realistic dynamics, thus help the agent learn a more realistic policy. We
conduct experiments using DQN to show the effectiveness of the proposed
PromptGAT's ability in mitigating the performance gap from simulation to
reality (sim-to-real).",http://arxiv.org/pdf/2308.14284v1
2308.14280v1,cs.CL,FonMTL: Towards Multitask Learning for the Fon Language,2023-08-28 03:26:21+00:00,"The Fon language, spoken by an average 2 million of people, is a truly
low-resourced African language, with a limited online presence, and existing
datasets (just to name but a few). Multitask learning is a learning paradigm
that aims to improve the generalization capacity of a model by sharing
knowledge across different but related tasks: this could be prevalent in very
data-scarce scenarios. In this paper, we present the first explorative approach
to multitask learning, for model capabilities enhancement in Natural Language
Processing for the Fon language. Specifically, we explore the tasks of Named
Entity Recognition (NER) and Part of Speech Tagging (POS) for Fon. We leverage
two language model heads as encoders to build shared representations for the
inputs, and we use linear layers blocks for classification relative to each
task. Our results on the NER and POS tasks for Fon, show competitive (or
better) performances compared to several multilingual pretrained language
models finetuned on single tasks. Additionally, we perform a few ablation
studies to leverage the efficiency of two different loss combination strategies
and find out that the equal loss weighting approach works best in our case. Our
code is open-sourced at https://github.com/bonaventuredossou/multitask_fon.",http://arxiv.org/pdf/2308.14280v1
2308.14269v1,cs.AI,Utilizing Mood-Inducing Background Music in Human-Robot Interaction,2023-08-28 02:54:05+00:00,"Past research has clearly established that music can affect mood and that
mood affects emotional and cognitive processing, and thus decision-making. It
follows that if a robot interacting with a person needs to predict the person's
behavior, knowledge of the music the person is listening to when acting is a
potentially relevant feature. To date, however, there has not been any concrete
evidence that a robot can improve its human-interactive decision-making by
taking into account what the person is listening to. This research fills this
gap by reporting the results of an experiment in which human participants were
required to complete a task in the presence of an autonomous agent while
listening to background music. Specifically, the participants drove a simulated
car through an intersection while listening to music. The intersection was not
empty, as another simulated vehicle, controlled autonomously, was also crossing
the intersection in a different direction. Our results clearly indicate that
such background information can be effectively incorporated in an agent's world
representation in order to better predict people's behavior. We subsequently
analyze how knowledge of music impacted both participant behavior and the
resulting learned policy.\setcounter{footnote}{2}\footnote{An earlier version
of part of the material in this paper appeared originally in the first author's
Ph.D. Dissertation~\cite{liebman2020sequential} but it has not appeared in any
pear-reviewed conference or journal.}",http://arxiv.org/pdf/2308.14269v1
2308.14266v1,cs.CL,SalesBot 2.0: A Human-Like Intent-Guided Chit-Chat Dataset,2023-08-28 02:48:49+00:00,"In recent research on dialogue systems and corpora, there has been a
significant focus on two distinct categories: task-oriented (TOD) and
open-domain (chit-chat) dialogues. TOD systems aim to satisfy specific user
goals, such as finding a movie to watch, whereas open-domain systems primarily
focus on generating engaging conversations. A recent study by Chiu et al.
(2022) introduced SalesBot, which provides simulators and a dataset with
one-turn transition from chit-chat to task-oriented dialogues. However, the
previously generated data solely relied on BlenderBot, which raised concerns
about its long-turn naturalness and consistency during a conversation. To
address this issue, this paper aims to build SalesBot 2.0, a revised version of
the published data, by leveraging the commonsense knowledge of large language
models (LLMs) through proper prompting. The objective is to gradually bridge
the gap between chit-chat and TOD towards better naturalness and consistency.
The newly released large-scale dataset with detailed annotations exhibits
smoother transitions between topics and is more human-like in terms of
naturalness and consistency. It can serve as a valuable resource for both
academic research and commercial applications. Furthermore, our proposed
framework can be applied to generate numerous dialogues with various target
intents.",http://arxiv.org/pdf/2308.14266v1
2308.14256v1,cs.CV,FaceChain: A Playground for Identity-Preserving Portrait Generation,2023-08-28 02:20:44+00:00,"Recent advancement in personalized image generation have unveiled the
intriguing capability of pre-trained text-to-image models on learning identity
information from a collection of portrait images. However, existing solutions
can be vulnerable in producing truthful details, and usually suffer from
several defects such as (i) The generated face exhibit its own unique
characteristics, \ie facial shape and facial feature positioning may not
resemble key characteristics of the input, and (ii) The synthesized face may
contain warped, blurred or corrupted regions. In this paper, we present
FaceChain, a personalized portrait generation framework that combines a series
of customized image-generation model and a rich set of face-related perceptual
understanding models (\eg, face detection, deep face embedding extraction, and
facial attribute recognition), to tackle aforementioned challenges and to
generate truthful personalized portraits, with only a handful of portrait
images as input. Concretely, we inject several SOTA face models into the
generation procedure, achieving a more efficient label-tagging,
data-processing, and model post-processing compared to previous solutions, such
as DreamBooth ~\cite{ruiz2023dreambooth} , InstantBooth
~\cite{shi2023instantbooth} , or other LoRA-only approaches ~\cite{hu2021lora}
. Through the development of FaceChain, we have identified several potential
directions to accelerate development of Face/Human-Centric AIGC research and
application. We have designed FaceChain as a framework comprised of pluggable
components that can be easily adjusted to accommodate different styles and
personalized needs. We hope it can grow to serve the burgeoning needs from the
communities. FaceChain is open-sourced under Apache-2.0 license at
\url{https://github.com/modelscope/facechain}.",http://arxiv.org/pdf/2308.14256v1
2308.14253v1,cs.AI,The Promise and Peril of Artificial Intelligence -- Violet Teaming Offers a Balanced Path Forward,2023-08-28 02:10:38+00:00,"Artificial intelligence (AI) promises immense benefits across sectors, yet
also poses risks from dual-use potentials, biases, and unintended behaviors.
This paper reviews emerging issues with opaque and uncontrollable AI systems
and proposes an integrative framework called violet teaming to develop reliable
and responsible AI. Violet teaming combines adversarial vulnerability probing
(red teaming) with solutions for safety and security (blue teaming) while
prioritizing ethics and social benefit. It emerged from AI safety research to
manage risks proactively by design. The paper traces the evolution of red,
blue, and purple teaming toward violet teaming, and then discusses applying
violet techniques to address biosecurity risks of AI in biotechnology.
Additional sections review key perspectives across law, ethics, cybersecurity,
macrostrategy, and industry best practices essential for operationalizing
responsible AI through holistic technical and social considerations. Violet
teaming provides both philosophy and method for steering AI trajectories toward
societal good. With conscience and wisdom, the extraordinary capabilities of AI
can enrich humanity. But without adequate precaution, the risks could prove
catastrophic. Violet teaming aims to empower moral technology for the common
welfare.",http://arxiv.org/pdf/2308.14253v1
2308.14250v1,cs.LG,Rule-Based Error Detection and Correction to Operationalize Movement Trajectory Classification,2023-08-28 01:57:38+00:00,"Classification of movement trajectories has many applications in
transportation. Supervised neural models represent the current
state-of-the-art. Recent security applications require this task to be rapidly
employed in environments that may differ from the data used to train such
models for which there is little training data. We provide a neuro-symbolic
rule-based framework to conduct error correction and detection of these models
to support eventual deployment in security applications. We provide a suite of
experiments on several recent and state-of-the-art models and show an accuracy
improvement of 1.7% over the SOTA model in the case where all classes are
present in training and when 40% of classes are omitted from training, we
obtain a 5.2% improvement (zero-shot) and 23.9% (few-shot) improvement over the
SOTA model without resorting to retraining of the base model.",http://arxiv.org/pdf/2308.14250v1
2308.14242v1,cs.AI,The Cultural Psychology of Large Language Models: Is ChatGPT a Holistic or Analytic Thinker?,2023-08-28 01:05:18+00:00,"The prevalent use of Large Language Models (LLMs) has necessitated studying
their mental models, yielding noteworthy theoretical and practical
implications. Current research has demonstrated that state-of-the-art LLMs,
such as ChatGPT, exhibit certain theory of mind capabilities and possess
relatively stable Big Five and/or MBTI personality traits. In addition,
cognitive process features form an essential component of these mental models.
Research in cultural psychology indicated significant differences in the
cognitive processes of Eastern and Western people when processing information
and making judgments. While Westerners predominantly exhibit analytical
thinking that isolates things from their environment to analyze their nature
independently, Easterners often showcase holistic thinking, emphasizing
relationships and adopting a global viewpoint. In our research, we probed the
cultural cognitive traits of ChatGPT. We employed two scales that directly
measure the cognitive process: the Analysis-Holism Scale (AHS) and the Triadic
Categorization Task (TCT). Additionally, we used two scales that investigate
the value differences shaped by cultural thinking: the Dialectical Self Scale
(DSS) and the Self-construal Scale (SCS). In cognitive process tests (AHS/TCT),
ChatGPT consistently tends towards Eastern holistic thinking, but regarding
value judgments (DSS/SCS), ChatGPT does not significantly lean towards the East
or the West. We suggest that the result could be attributed to both the
training paradigm and the training data in LLM development. We discuss the
potential value of this finding for AI research and directions for future
research.",http://arxiv.org/pdf/2308.14242v1
2308.14224v1,cs.AI,Modeling Player Personality Factors from In-Game Behavior and Affective Expression,2023-08-27 22:59:08+00:00,"Developing a thorough understanding of the target audience (and/or single
individuals) is a key factor for success - which is exceptionally important and
powerful for the domain of video games that can not only benefit from informed
decision making during development, but ideally even tailor game content,
difficulty and player experience while playing. The granular assessment of
individual personality and differences across players is a particularly
difficult endeavor, given the highly variant human nature, disagreement in
psychological background models and because of the effortful data collection
that most often builds upon long, time-consuming and deterrent questionnaires.
In this work, we explore possibilities to predict a series of player
personality questionnaire metrics from recorded in-game behavior and extend
related work by explicitly adding affective dialog decisions to the game
environment which could elevate the model's accuracy. Using random forest
regression, we predicted a wide variety of personality metrics from seven
established questionnaires across 62 players over 60 minute gameplay of a
customized version of the role-playing game Fallout: New Vegas. While some
personality variables could already be identified from reasonable underlying
in-game actions and affective expressions, we did not find ways to predict
others or encountered questionable correlations that could not be justified by
theoretical background literature. Yet, building on the initial opportunities
of this explorative study, we are striving to massively enlarge our data set to
players from an ecologically valid industrial game environment and investigate
the performance of more sophisticated machine learning approaches.",http://arxiv.org/pdf/2308.14224v1
2308.14217v1,cs.DB,Generations of Knowledge Graphs: The Crazy Ideas and the Business Impact,2023-08-27 22:35:27+00:00,"Knowledge Graphs (KGs) have been used to support a wide range of
applications, from web search to personal assistant. In this paper, we describe
three generations of knowledge graphs: entity-based KGs, which have been
supporting general search and question answering (e.g., at Google and Bing);
text-rich KGs, which have been supporting search and recommendations for
products, bio-informatics, etc. (e.g., at Amazon and Alibaba); and the emerging
integration of KGs and LLMs, which we call dual neural KGs. We describe the
characteristics of each generation of KGs, the crazy ideas behind the scenes in
constructing such KGs, and the techniques developed over time to enable
industry impact. In addition, we use KGs as examples to demonstrate a recipe to
evolve research ideas from innovations to production practice, and then to the
next level of innovations, to advance both science and business.",http://arxiv.org/pdf/2308.14217v1
2308.14206v1,cs.RO,Using Knowledge Representation and Task Planning for Robot-agnostic Skills on the Example of Contact-Rich Wiping Tasks,2023-08-27 21:17:32+00:00,"The transition to agile manufacturing, Industry 4.0, and high-mix-low-volume
tasks require robot programming solutions that are flexible. However, most
deployed robot solutions are still statically programmed and use stiff position
control, which limit their usefulness. In this paper, we show how a single
robot skill that utilizes knowledge representation, task planning, and
automatic selection of skill implementations based on the input parameters can
be executed in different contexts. We demonstrate how the skill-based control
platform enables this with contact-rich wiping tasks on different robot
systems. To achieve that in this case study, our approach needs to address
different kinematics, gripper types, vendors, and fundamentally different
control interfaces. We conducted the experiments with a mobile platform that
has a Universal Robots UR5e 6 degree-of-freedom robot arm with position control
and a 7 degree-of-freedom KUKA iiwa with torque control.",http://arxiv.org/pdf/2308.14206v1
2308.14199v1,cs.AI,Symbolic and Language Agnostic Large Language Models,2023-08-27 20:24:33+00:00,"We argue that the relative success of large language models (LLMs) is not a
reflection on the symbolic vs. subsymbolic debate but a reflection on employing
an appropriate strategy of bottom-up reverse engineering of language at scale.
However, due to the subsymbolic nature of these models whatever knowledge these
systems acquire about language will always be buried in millions of
microfeatures (weights) none of which is meaningful on its own. Moreover, and
due to their stochastic nature, these models will often fail in capturing
various inferential aspects that are prevalent in natural language. What we
suggest here is employing the successful bottom-up strategy in a symbolic
setting, producing symbolic, language agnostic and ontologically grounded large
language models.",http://arxiv.org/pdf/2308.14199v1
2308.14190v1,eess.IV,Score-Based Generative Models for PET Image Reconstruction,2023-08-27 19:43:43+00:00,"Score-based generative models have demonstrated highly promising results for
medical image reconstruction tasks in magnetic resonance imaging or computed
tomography. However, their application to Positron Emission Tomography (PET) is
still largely unexplored. PET image reconstruction involves a variety of
challenges, including Poisson noise with high variance and a wide dynamic
range. To address these challenges, we propose several PET-specific adaptations
of score-based generative models. The proposed framework is developed for both
2D and 3D PET. In addition, we provide an extension to guided reconstruction
using magnetic resonance images. We validate the approach through extensive 2D
and 3D $\textit{in-silico}$ experiments with a model trained on
patient-realistic data without lesions, and evaluate on data without lesions as
well as out-of-distribution data with lesions. This demonstrates the proposed
method's robustness and significant potential for improved PET reconstruction.",http://arxiv.org/pdf/2308.14190v1
2308.14186v1,cs.CL,Empowering Cross-lingual Abilities of Instruction-tuned Large Language Models by Translation-following demonstrations,2023-08-27 19:22:12+00:00,"The language ability of Large Language Models (LLMs) is often unbalanced
towards English because of the imbalance in the distribution of the
pre-training data. This disparity is demanded in further fine-tuning and
affecting the cross-lingual abilities of LLMs. In this paper, we propose to
empower Instructiontuned LLMs (It-LLMs) in languages other than English by
building semantic alignment between them. Hence, we propose CrossAlpaca, an
It-LLM with cross-lingual instruction-following and Translation-following
demonstrations to improve semantic alignment between languages. We validate our
approach on the multilingual Question Answering (QA) benchmarks XQUAD and MLQA
and adapted versions of MMLU and BBH. Our models, tested over six different
languages, outperform the It-LLMs tuned on monolingual data. The final results
show that instruction tuning on non-English data is not enough and that
semantic alignment can be further improved by Translation-following
demonstrations.",http://arxiv.org/pdf/2308.14186v1
2308.14181v1,cs.LG,Topological Augmentation for Class-Imbalanced Node Classification,2023-08-27 19:01:29+00:00,"Class imbalance is prevalent in real-world node classification tasks and
often biases graph learning models toward majority classes. Most existing
studies root from a node-centric perspective and aim to address the class
imbalance in training data by node/class-wise reweighting or resampling. In
this paper, we approach the source of the class-imbalance bias from an
under-explored topology-centric perspective. Our investigation reveals that
beyond the inherently skewed training class distribution, the graph topology
also plays an important role in the formation of predictive bias: we identify
two fundamental challenges, namely ambivalent and distant message-passing, that
can exacerbate the bias by aggravating majority-class over-generalization and
minority-class misclassification. In light of these findings, we devise a
lightweight topological augmentation method ToBA to dynamically rectify the
nodes influenced by ambivalent/distant message-passing during graph learning,
so as to mitigate the class-imbalance bias. We highlight that ToBA is a
model-agnostic, efficient, and versatile solution that can be seamlessly
combined with and further boost other imbalance-handling techniques. Systematic
experiments validate the superior performance of ToBA in both promoting
imbalanced node classification and mitigating the prediction bias between
different classes.",http://arxiv.org/pdf/2308.14181v1
2308.14179v1,cs.CL,Towards Vision-Language Mechanistic Interpretability: A Causal Tracing Tool for BLIP,2023-08-27 18:46:47+00:00,"Mechanistic interpretability seeks to understand the neural mechanisms that
enable specific behaviors in Large Language Models (LLMs) by leveraging
causality-based methods. While these approaches have identified neural circuits
that copy spans of text, capture factual knowledge, and more, they remain
unusable for multimodal models since adapting these tools to the
vision-language domain requires considerable architectural changes. In this
work, we adapt a unimodal causal tracing tool to BLIP to enable the study of
the neural mechanisms underlying image-conditioned text generation. We
demonstrate our approach on a visual question answering dataset, highlighting
the causal relevance of later layer representations for all tokens.
Furthermore, we release our BLIP causal tracing tool as open source to enable
further experimentation in vision-language mechanistic interpretability by the
community. Our code is available at
https://github.com/vedantpalit/Towards-Vision-Language-Mechanistic-Interpretability.",http://arxiv.org/pdf/2308.14179v1
2308.14172v1,cs.LG,Hypergraph Structure Inference From Data Under Smoothness Prior,2023-08-27 18:28:58+00:00,"Hypergraphs are important for processing data with higher-order relationships
involving more than two entities. In scenarios where explicit hypergraphs are
not readily available, it is desirable to infer a meaningful hypergraph
structure from the node features to capture the intrinsic relations within the
data. However, existing methods either adopt simple pre-defined rules that fail
to precisely capture the distribution of the potential hypergraph structure, or
learn a mapping between hypergraph structures and node features but require a
large amount of labelled data, i.e., pre-existing hypergraph structures, for
training. Both restrict their applications in practical scenarios. To fill this
gap, we propose a novel smoothness prior that enables us to design a method to
infer the probability for each potential hyperedge without labelled data as
supervision. The proposed prior indicates features of nodes in a hyperedge are
highly correlated by the features of the hyperedge containing them. We use this
prior to derive the relation between the hypergraph structure and the node
features via probabilistic modelling. This allows us to develop an unsupervised
inference method to estimate the probability for each potential hyperedge via
solving an optimisation problem that has an analytical solution. Experiments on
both synthetic and real-world data demonstrate that our method can learn
meaningful hypergraph structures from data more efficiently than existing
hypergraph structure inference methods.",http://arxiv.org/pdf/2308.14172v1
2308.14165v1,cs.IR,Distributional Off-Policy Evaluation for Slate Recommendations,2023-08-27 17:58:32+00:00,"Recommendation strategies are typically evaluated by using previously logged
data, employing off-policy evaluation methods to estimate their expected
performance. However, for strategies that present users with slates of multiple
items, the resulting combinatorial action space renders many of these methods
impractical. Prior work has developed estimators that leverage the structure in
slates to estimate the expected off-policy performance, but the estimation of
the entire performance distribution remains elusive. Estimating the complete
distribution allows for a more comprehensive evaluation of recommendation
strategies, particularly along the axes of risk and fairness that employ
metrics computable from the distribution. In this paper, we propose an
estimator for the complete off-policy performance distribution for slates and
establish conditions under which the estimator is unbiased and consistent. This
builds upon prior work on off-policy evaluation for slates and off-policy
distribution estimation in reinforcement learning. We validate the efficacy of
our method empirically on synthetic data as well as on a slate recommendation
simulator constructed from real-world data (MovieLens-20M). Our results show a
significant reduction in estimation variance and improved sample efficiency
over prior work across a range of slate structures.",http://arxiv.org/pdf/2308.14165v1
2308.14163v1,cs.AI,Explaining with Attribute-based and Relational Near Misses: An Interpretable Approach to Distinguishing Facial Expressions of Pain and Disgust,2023-08-27 17:47:30+00:00,"Explaining concepts by contrasting examples is an efficient and convenient
way of giving insights into the reasons behind a classification decision. This
is of particular interest in decision-critical domains, such as medical
diagnostics. One particular challenging use case is to distinguish facial
expressions of pain and other states, such as disgust, due to high similarity
of manifestation. In this paper, we present an approach for generating
contrastive explanations to explain facial expressions of pain and disgust
shown in video sequences. We implement and compare two approaches for
contrastive explanation generation. The first approach explains a specific pain
instance in contrast to the most similar disgust instance(s) based on the
occurrence of facial expressions (attributes). The second approach takes into
account which temporal relations hold between intervals of facial expressions
within a sequence (relations). The input to our explanation generation approach
is the output of an interpretable rule-based classifier for pain and disgust.We
utilize two different similarity metrics to determine near misses and far
misses as contrasting instances. Our results show that near miss explanations
are shorter than far miss explanations, independent from the applied similarity
metric. The outcome of our evaluation indicates that pain and disgust can be
distinguished with the help of temporal relations. We currently plan
experiments to evaluate how the explanations help in teaching concepts and how
they could be enhanced by further modalities and interaction.",http://arxiv.org/pdf/2308.14163v1
2308.14161v1,cs.CV,Intergrated Segmentation and Detection Models for Dentex Challenge 2023,2023-08-27 17:44:25+00:00,"Dental panoramic x-rays are commonly used in dental diagnosing. With the
development of deep learning, auto detection of diseases from dental panoramic
x-rays can help dentists to diagnose diseases more efficiently.The Dentex
Challenge 2023 is a competition for automatic detection of abnormal teeth along
with their enumeration ids from dental panoramic x-rays. In this paper, we
propose a method integrating segmentation and detection models to detect
abnormal teeth as well as obtain their enumeration ids.Our codes are available
at https://github.com/xyzlancehe/DentexSegAndDet.",http://arxiv.org/pdf/2308.14161v1
2308.14160v1,cs.CV,A Unified Transformer-based Network for multimodal Emotion Recognition,2023-08-27 17:30:56+00:00,"The development of transformer-based models has resulted in significant
advances in addressing various vision and NLP-based research challenges.
However, the progress made in transformer-based methods has not been
effectively applied to biosensing research. This paper presents a novel Unified
Biosensor-Vision Multi-modal Transformer-based (UBVMT) method to classify
emotions in an arousal-valence space by combining a 2D representation of an
ECG/PPG signal with the face information. To achieve this goal, we first
investigate and compare the unimodal emotion recognition performance of three
image-based representations of the ECG/PPG signal. We then present our UBVMT
network which is trained to perform emotion recognition by combining the 2D
image-based representation of the ECG/PPG signal and the facial expression
features. Our unified transformer model consists of homogeneous transformer
blocks that take as an input the 2D representation of the ECG/PPG signal and
the corresponding face frame for emotion representation learning with minimal
modality-specific design. Our UBVMT model is trained by reconstructing masked
patches of video frames and 2D images of ECG/PPG signals, and contrastive
modeling to align face and ECG/PPG data. Extensive experiments on the
MAHNOB-HCI and DEAP datasets show that our Unified UBVMT-based model produces
comparable results to the state-of-the-art techniques.",http://arxiv.org/pdf/2308.14160v1
2308.14149v1,cs.CL,"Examining User-Friendly and Open-Sourced Large GPT Models: A Survey on Language, Multimodal, and Scientific GPT Models",2023-08-27 16:14:19+00:00,"Generative pre-trained transformer (GPT) models have revolutionized the field
of natural language processing (NLP) with remarkable performance in various
tasks and also extend their power to multimodal domains. Despite their success,
large GPT models like GPT-4 face inherent limitations such as considerable
size, high computational requirements, complex deployment processes, and closed
development loops. These constraints restrict their widespread adoption and
raise concerns regarding their responsible development and usage. The need for
user-friendly, relatively small, and open-sourced alternative GPT models arises
from the desire to overcome these limitations while retaining high performance.
In this survey paper, we provide an examination of alternative open-sourced
models of large GPTs, focusing on user-friendly and relatively small models
that facilitate easier deployment and accessibility. Through this extensive
survey, we aim to equip researchers, practitioners, and enthusiasts with a
thorough understanding of user-friendly and relatively small open-sourced
models of large GPTs, their current state, challenges, and future research
directions, inspiring the development of more efficient, accessible, and
versatile GPT models that cater to the broader scientific community and advance
the field of general artificial intelligence. The source contents are
continuously updating in https://github.com/GPT-Alternatives/gpt_alternatives.",http://arxiv.org/pdf/2308.14149v1
2308.14133v1,cs.CV,Cheap Lunch for Medical Image Segmentation by Fine-tuning SAM on Few Exemplars,2023-08-27 15:21:25+00:00,"The Segment Anything Model (SAM) has demonstrated remarkable capabilities of
scaled-up segmentation models, enabling zero-shot generalization across a
variety of domains. By leveraging large-scale foundational models as
pre-trained models, it is a natural progression to fine-tune SAM for specific
domains to further enhance performances. However, the adoption of foundational
models in the medical domain presents a challenge due to the difficulty and
expense of labeling sufficient data for adaptation within hospital systems. In
this paper, we introduce an efficient and practical approach for fine-tuning
SAM using a limited number of exemplars, making it suitable for such scenarios.
Our approach combines two established techniques from the literature: an
exemplar-guided synthesis module and the widely recognized Low-Rank Adaptation
(LoRA) fine-tuning strategy, serving as data-level and model-level attempts
respectively. Interestingly, our empirical findings suggest that SAM can be
effectively aligned within the medical domain even with few labeled data. We
validate our approach through experiments on brain tumor segmentation (BraTS)
and multi-organ CT segmentation (Synapse). The comprehensive results underscore
the feasibility and effectiveness of such an approach, paving the way for the
practical application of SAM in the medical domain.",http://arxiv.org/pdf/2308.14133v1
2308.14132v1,cs.CL,Detecting Language Model Attacks with Perplexity,2023-08-27 15:20:06+00:00,"A novel hack involving Large Language Models (LLMs) has emerged, leveraging
adversarial suffixes to trick models into generating perilous responses. This
method has garnered considerable attention from reputable media outlets such as
the New York Times and Wired, thereby influencing public perception regarding
the security and safety of LLMs. In this study, we advocate the utilization of
perplexity as one of the means to recognize such potential attacks. The
underlying concept behind these hacks revolves around appending an unusually
constructed string of text to a harmful query that would otherwise be blocked.
This maneuver confuses the protective mechanisms and tricks the model into
generating a forbidden response. Such scenarios could result in providing
detailed instructions to a malicious user for constructing explosives or
orchestrating a bank heist. Our investigation demonstrates the feasibility of
employing perplexity, a prevalent natural language processing metric, to detect
these adversarial tactics before generating a forbidden response. By evaluating
the perplexity of queries with and without such adversarial suffixes using an
open-source LLM, we discovered that nearly 90 percent were above a perplexity
of 1000. This contrast underscores the efficacy of perplexity for detecting
this type of exploit.",http://arxiv.org/pdf/2308.14132v1
2308.14120v1,cs.LG,Empowering Clinicians and Democratizing Data Science: Large Language Models Automate Machine Learning for Clinical Studies,2023-08-27 14:28:38+00:00,"A knowledge gap persists between Machine Learning (ML) developers (e.g., data
scientists) and practitioners (e.g., clinicians), hampering the full
utilization of ML for clinical data analysis. We investigated the potential of
the chatGPT Code Interpreter (CI), an extension of GPT-4, to bridge this gap
and perform ML analyses efficiently. Real-world clinical datasets and study
details from large trials across various medical specialties were presented to
chatGPT CI without specific guidance. ChatGPT CI autonomously developed
state-of-the-art ML models based on the original study's training data to
predict clinical outcomes such as cancer development, cancer progression,
disease complications, or biomarkers such as pathogenic gene sequences.
Strikingly, these ML models matched or outperformed their published
counterparts. We conclude that chatGPT CI offers a promising avenue to
democratize ML in medicine, making advanced analytics accessible to non-ML
experts and promoting broader applications in medical research and practice.",http://arxiv.org/pdf/2308.14120v1
2308.14111v1,eess.SY,MARL for Decentralized Electric Vehicle Charging Coordination with V2V Energy Exchange,2023-08-27 14:06:21+00:00,"Effective energy management of electric vehicle (EV) charging stations is
critical to supporting the transport sector's sustainable energy transition.
This paper addresses the EV charging coordination by considering
vehicle-to-vehicle (V2V) energy exchange as the flexibility to harness in EV
charging stations. Moreover, this paper takes into account EV user experiences,
such as charging satisfaction and fairness. We propose a Multi-Agent
Reinforcement Learning (MARL) approach to coordinate EV charging with V2V
energy exchange while considering uncertainties in the EV arrival time, energy
price, and solar energy generation. The exploration capability of MARL is
enhanced by introducing parameter noise into MARL's neural network models.
Experimental results demonstrate the superior performance and scalability of
our proposed method compared to traditional optimization baselines. The
decentralized execution of the algorithm enables it to effectively deal with
partial system faults in the charging station.",http://arxiv.org/pdf/2308.14111v1
2308.14108v1,cs.CV,Depth self-supervision for single image novel view synthesis,2023-08-27 13:50:15+00:00,"In this paper, we tackle the problem of generating a novel image from an
arbitrary viewpoint given a single frame as input. While existing methods
operating in this setup aim at predicting the target view depth map to guide
the synthesis, without explicit supervision over such a task, we jointly
optimize our framework for both novel view synthesis and depth estimation to
unleash the synergy between the two at its best. Specifically, a shared depth
decoder is trained in a self-supervised manner to predict depth maps that are
consistent across the source and target views. Our results demonstrate the
effectiveness of our approach in addressing the challenges of both tasks
allowing for higher-quality generated images, as well as more accurate depth
for the target viewpoint.",http://arxiv.org/pdf/2308.14108v1
2308.14105v1,cs.CV,Unified and Dynamic Graph for Temporal Character Grouping in Long Videos,2023-08-27 13:22:55+00:00,"Video temporal character grouping locates appearing moments of major
characters within a video according to their identities. To this end, recent
works have evolved from unsupervised clustering to graph-based supervised
clustering. However, graph methods are built upon the premise of fixed affinity
graphs, bringing many inexact connections. Besides, they extract multi-modal
features with kinds of models, which are unfriendly to deployment. In this
paper, we present a unified and dynamic graph (UniDG) framework for temporal
character grouping. This is accomplished firstly by a unified representation
network that learns representations of multiple modalities within the same
space and still preserves the modality's uniqueness simultaneously. Secondly,
we present a dynamic graph clustering where the neighbors of different
quantities are dynamically constructed for each node via a cyclic matching
strategy, leading to a more reliable affinity graph. Thirdly, a progressive
association method is introduced to exploit spatial and temporal contexts among
different modalities, allowing multi-modal clustering results to be well fused.
As current datasets only provide pre-extracted features, we evaluate our UniDG
method on a collected dataset named MTCG, which contains each character's
appearing clips of face and body and speaking voice tracks. We also evaluate
our key components on existing clustering and retrieval datasets to verify the
generalization ability. Experimental results manifest that our method can
achieve promising results and outperform several state-of-the-art approaches.",http://arxiv.org/pdf/2308.14105v1
