Id,Category,Title,Abstract,label
2308.14436v1,cs.CL,Bridging the KB-Text Gap: Leveraging Structured Knowledge-aware Pre-training for KBQA,"Knowledge Base Question Answering (KBQA) aims to answer natural language
questions with factual information such as entities and relations in KBs.
However, traditional Pre-trained Language Models (PLMs) are directly
pre-trained on large-scale natural language corpus, which poses challenges for
them in understanding and representing complex subgraphs in structured KBs. To
bridge the gap between texts and structured KBs, we propose a Structured
Knowledge-aware Pre-training method (SKP). In the pre-training stage, we
introduce two novel structured knowledge-aware tasks, guiding the model to
effectively learn the implicit relationship and better representations of
complex subgraphs. In downstream KBQA task, we further design an efficient
linearization strategy and an interval attention mechanism, which assist the
model to better encode complex subgraphs and shield the interference of
irrelevant subgraphs during reasoning respectively. Detailed experiments and
analyses on WebQSP verify the effectiveness of SKP, especially the significant
improvement in subgraph retrieval (+4.08% H@10).",1
2308.15096v1,cs.LG,How Faithful are Self-Explainable GNNs?,"Self-explainable deep neural networks are a recent class of models that can
output ante-hoc local explanations that are faithful to the model's reasoning,
and as such represent a step forward toward filling the gap between
expressiveness and interpretability. Self-explainable graph neural networks
(GNNs) aim at achieving the same in the context of graph data. This begs the
question: do these models fulfill their implicit guarantees in terms of
faithfulness? In this extended abstract, we analyze the faithfulness of several
self-explainable GNNs using different measures of faithfulness, identify
several limitations -- both in the models themselves and in the evaluation
metrics -- and outline possible ways forward.",1
2308.15106v1,math.NA,On factorization of rank-one auto-correlation matrix polynomials,"This article characterizes the rank-one factorization of auto-correlation
matrix polynomials. We establish a sufficient and necessary uniqueness
condition for uniqueness of the factorization based on the greatest common
divisor (GCD) of multiple polynomials. In the unique case, we show that the
factorization can be carried out explicitly using GCDs. In the non-unique case,
the number of non-trivially different factorizations is given and all solutions
are enumerated.",1
2308.15055v1,cs.CL,Taxonomic Loss for Morphological Glossing of Low-Resource Languages,"Morpheme glossing is a critical task in automated language documentation and
can benefit other downstream applications greatly. While state-of-the-art
glossing systems perform very well for languages with large amounts of existing
data, it is more difficult to create useful models for low-resource languages.
In this paper, we propose the use of a taxonomic loss function that exploits
morphological information to make morphological glossing more performant when
data is scarce. We find that while the use of this loss function does not
outperform a standard loss function with regards to single-label prediction
accuracy, it produces better predictions when considering the top-n predicted
labels. We suggest this property makes the taxonomic loss function useful in a
human-in-the-loop annotation setting.",1
2308.14948v1,astro-ph.IM,Machine Learning for Mini-EUSO Telescope Data Analysis,"Neural networks as well as other methods of machine learning (ML) are known
to be highly efficient in different classification tasks, including
classification of images and videos. Mini- EUSO is a wide-field-of-view imaging
telescope that operates onboard the International Space Station since 2019
collecting data on miscellaneous processes that take place in the atmosphere of
Earth in the UV range. Here we briefly present our results on the development
of ML-based approaches for recognition and classification of track-like signals
in the Mini-EUSO data, among them meteors, space debris and signals the light
curves and kinematics of which are similar to those expected from extensive air
showers generated by ultra-high-energy cosmic rays. We show that even simple
neural networks demonstrate impressive performance in solving these tasks.",1
2308.15434v1,cs.LG,Random feature approximation for general spectral methods,"Random feature approximation is arguably one of the most popular techniques
to speed up kernel methods in large scale algorithms and provides a theoretical
approach to the analysis of deep neural networks. We analyze generalization
properties for a large class of spectral regularization methods combined with
random features, containing kernel methods with implicit regularization such as
gradient descent or explicit methods like Tikhonov regularization. For our
estimators we obtain optimal learning rates over regularity classes (even for
classes that are not included in the reproducing kernel Hilbert space), which
are defined through appropriate source conditions. This improves or completes
previous results obtained in related settings for specific kernel algorithms.",1
2308.13961v1,cs.CL,"Translate Meanings, Not Just Words: IdiomKB's Role in Optimizing Idiomatic Translation with Language Models","To translate well, machine translation (MT) systems and general-purposed
language models (LMs) need a deep understanding of both source and target
languages and cultures. Therefore, idioms, with their non-compositional nature,
pose particular challenges for Transformer-based systems, as literal
translations often miss the intended meaning. Traditional methods, which
replace idioms using existing knowledge bases (KBs), often lack scale and
context awareness. Addressing these challenges, our approach prioritizes
context awareness and scalability, allowing for offline storage of idioms in a
manageable KB size. This ensures efficient serving with smaller models and
provides a more comprehensive understanding of idiomatic expressions. We
introduce a multilingual idiom KB (IdiomKB) developed using large LMs to
address this. This KB facilitates better translation by smaller models, such as
BLOOMZ (7.1B), Alpaca (7B), and InstructGPT (6.7B), by retrieving idioms'
figurative meanings. We present a novel, GPT-4-powered metric for human-aligned
evaluation, demonstrating that IdiomKB considerably boosts model performance.
Human evaluations further validate our KB's quality.",1
2308.14893v1,cs.CV,When hard negative sampling meets supervised contrastive learning,"State-of-the-art image models predominantly follow a two-stage strategy:
pre-training on large datasets and fine-tuning with cross-entropy loss. Many
studies have shown that using cross-entropy can result in sub-optimal
generalisation and stability. While the supervised contrastive loss addresses
some limitations of cross-entropy loss by focusing on intra-class similarities
and inter-class differences, it neglects the importance of hard negative
mining. We propose that models will benefit from performance improvement by
weighting negative samples based on their dissimilarity to positive
counterparts. In this paper, we introduce a new supervised contrastive learning
objective, SCHaNe, which incorporates hard negative sampling during the
fine-tuning phase. Without requiring specialized architectures, additional
data, or extra computational resources, experimental results indicate that
SCHaNe outperforms the strong baseline BEiT-3 in Top-1 accuracy across various
benchmarks, with significant gains of up to $3.32\%$ in few-shot learning
settings and $3.41\%$ in full dataset fine-tuning. Importantly, our proposed
objective sets a new state-of-the-art for base models on ImageNet-1k, achieving
an 86.14\% accuracy. Furthermore, we demonstrate that the proposed objective
yields better embeddings and explains the improved effectiveness observed in
our experiments.",1
2308.14981v1,quant-ph,Sub-universal variational circuits for combinatorial optimization problems,"Quantum variational circuits have gained significant attention due to their
applications in the quantum approximate optimization algorithm and quantum
machine learning research. This work introduces a novel class of classical
probabilistic circuits designed for generating approximate solutions to
combinatorial optimization problems constructed using two-bit stochastic
matrices. Through a numerical study, we investigate the performance of our
proposed variational circuits in solving the Max-Cut problem on various graphs
of increasing sizes. Our classical algorithm demonstrates improved performance
for several graph types to the quantum approximate optimization algorithm. Our
findings suggest that evaluating the performance of quantum variational
circuits against variational circuits with sub-universal gate sets is a
valuable benchmark for identifying areas where quantum variational circuits can
excel.",1
2308.11533v1,math.NA,Lifting Sylvester equations: singular value decay for non-normal coefficients,"We aim to find conditions on two Hilbert space operators $A$ and $B$ under
which the expression $AX-XB$ having low rank forces the operator $X$ itself to
admit a good low rank approximation. It is known that this can be achieved when
$A$ and $B$ are normal and have well-separated spectra. In this paper, we relax
this normality condition, using the idea of operator dilations. The basic
problem then becomes the lifting of Sylvester equations, which is reminiscent
of the classical commutant lifting theorem and its variations. Our approach
also allows us to show that the (factored) alternating direction implicit
method for solving Sylvester equaftions $AX-XB=C$ does not require too many
iterations, even without requiring $A$ to be normal.",1
2308.14182v1,cs.CL,Generative AI for Business Strategy: Using Foundation Models to Create Business Strategy Tools,"Generative models (foundation models) such as LLMs (large language models)
are having a large impact on multiple fields. In this work, we propose the use
of such models for business decision making. In particular, we combine
unstructured textual data sources (e.g., news data) with multiple foundation
models (namely, GPT4, transformer-based Named Entity Recognition (NER) models
and Entailment-based Zero-shot Classifiers (ZSC)) to derive IT (information
technology) artifacts in the form of a (sequence of) signed business networks.
We posit that such artifacts can inform business stakeholders about the state
of the market and their own positioning as well as provide quantitative
insights into improving their future outlook.",9
2308.14903v1,cs.CL,MEMORY-VQ: Compression for Tractable Internet-Scale Memory,"Retrieval augmentation is a powerful but expensive method to make language
models more knowledgeable about the world. Memory-based methods like LUMEN
pre-compute token representations for retrieved passages to drastically speed
up inference. However, memory also leads to much greater storage requirements
from storing pre-computed representations.
  We propose MEMORY-VQ, a new method to reduce storage requirements of
memory-augmented models without sacrificing performance. Our method uses a
vector quantization variational autoencoder (VQ-VAE) to compress token
representations. We apply MEMORY-VQ to the LUMEN model to obtain LUMEN-VQ, a
memory model that achieves a 16x compression rate with comparable performance
on the KILT benchmark. LUMEN-VQ enables practical retrieval augmentation even
for extremely large retrieval corpora.",3
2308.15116v1,cs.LG,Mixup-Augmented Meta-Learning for Sample-Efficient Fine-Tuning of Protein Simulators,"Molecular dynamics simulations have emerged as a fundamental instrument for
studying biomolecules. At the same time, it is desirable to perform simulations
of a collection of particles under various conditions in which the molecules
can fluctuate. In this paper, we explore and adapt the soft prompt-based
learning method to molecular dynamics tasks. Our model can remarkably
generalize to unseen and out-of-distribution scenarios with limited training
data. While our work focuses on temperature as a test case, the versatility of
our approach allows for efficient simulation through any continuous dynamic
conditions, such as pressure and volumes. Our framework has two stages: 1)
Pre-trains with data mixing technique, augments molecular structure data and
temperature prompts, then applies a curriculum learning method by increasing
the ratio of them smoothly. 2) Meta-learning-based fine-tuning framework
improves sample-efficiency of fine-tuning process and gives the soft
prompt-tuning better initialization points. Comprehensive experiments reveal
that our framework excels in accuracy for in-domain data and demonstrates
strong generalization capabilities for unseen and out-of-distribution samples.",2
2308.15041v1,math.NA,Optimization via conformal Hamiltonian systems on manifolds,"In this work we propose a method to perform optimization on manifolds. We
assume to have an objective function $f$ defined on a manifold and think of it
as the potential energy of a mechanical system. By adding a momentum-dependent
kinetic energy we define its Hamiltonian function, which allows us to write the
corresponding Hamiltonian system. We make it conformal by introducing a
dissipation term: the result is the continuous model of our scheme. We solve it
via splitting methods (Lie-Trotter and leapfrog): we combine the RATTLE scheme,
approximating the conserved flow, with the exact dissipated flow. The result is
a conformal symplectic method for constant stepsizes. We also propose an
adaptive stepsize version of it. We test it on an example, the minimization of
a function defined on a sphere, and compare it with the usual gradient descent
method.",2
2308.14337v1,cs.AI,Cognitive Effects in Large Language Models,"Large Language Models (LLMs) such as ChatGPT have received enormous attention
over the past year and are now used by hundreds of millions of people every
day. The rapid adoption of this technology naturally raises questions about the
possible biases such models might exhibit. In this work, we tested one of these
models (GPT-3) on a range of cognitive effects, which are systematic patterns
that are usually found in human cognitive tasks. We found that LLMs are indeed
prone to several human cognitive effects. Specifically, we show that the
priming, distance, SNARC, and size congruity effects were presented with GPT-3,
while the anchoring effect is absent. We describe our methodology, and
specifically the way we converted real-world experiments to text-based
experiments. Finally, we speculate on the possible reasons why GPT-3 exhibits
these effects and discuss whether they are imitated or reinvented.",10
2308.13911v1,cs.AI,A Wide Evaluation of ChatGPT on Affective Computing Tasks,"With the rise of foundation models, a new artificial intelligence paradigm
has emerged, by simply using general purpose foundation models with prompting
to solve problems instead of training a separate machine learning model for
each problem. Such models have been shown to have emergent properties of
solving problems that they were not initially trained on. The studies for the
effectiveness of such models are still quite limited. In this work, we widely
study the capabilities of the ChatGPT models, namely GPT-4 and GPT-3.5, on 13
affective computing problems, namely aspect extraction, aspect polarity
classification, opinion extraction, sentiment analysis, sentiment intensity
ranking, emotions intensity ranking, suicide tendency detection, toxicity
detection, well-being assessment, engagement measurement, personality
assessment, sarcasm detection, and subjectivity detection. We introduce a
framework to evaluate the ChatGPT models on regression-based problems, such as
intensity ranking problems, by modelling them as pairwise ranking
classification. We compare ChatGPT against more traditional NLP methods, such
as end-to-end recurrent neural networks and transformers. The results
demonstrate the emergent abilities of the ChatGPT models on a wide range of
affective computing problems, where GPT-3.5 and especially GPT-4 have shown
strong performance on many problems, particularly the ones related to
sentiment, emotions, or toxicity. The ChatGPT models fell short for problems
with implicit signals, such as engagement measurement and subjectivity
detection.",10
2308.12724v1,hep-ex,Jet energy calibration with deep learning as a Kubeflow pipeline,"Precise measurements of the energy of jets emerging from particle collisions
at the LHC are essential for a vast majority of physics searches at the CMS
experiment. In this study, we leverage well-established deep learning models
for point clouds and CMS open data to improve the energy calibration of
particle jets. To enable production-ready machine learning based jet energy
calibration an end-to-end pipeline is built on the Kubeflow cloud platform. The
pipeline allowed us to scale up our hyperparameter tuning experiments on cloud
resources, and serve optimal models as REST endpoints. We present the results
of the parameter tuning process and analyze the performance of the served
models in terms of inference time and overhead, providing insights for future
work in this direction. The study also demonstrates improvements in both flavor
dependence and resolution of the energy response when compared to the standard
jet energy corrections baseline.",3
2308.14938v1,cs.CV,Entropy-based Guidance of Deep Neural Networks for Accelerated Convergence and Improved Performance,"Neural networks have dramatically increased our capacity to learn from large,
high-dimensional datasets across innumerable disciplines. However, their
decisions are not easily interpretable, their computational costs are high, and
building and training them are uncertain processes. To add structure to these
efforts, we derive new mathematical results to efficiently measure the changes
in entropy as fully-connected and convolutional neural networks process data,
and introduce entropy-based loss terms. Experiments in image compression and
image classification on benchmark datasets demonstrate these losses guide
neural networks to learn rich latent data representations in fewer dimensions,
converge in fewer training epochs, and achieve better test metrics.",8
2308.14149v1,cs.CL,"Examining User-Friendly and Open-Sourced Large GPT Models: A Survey on Language, Multimodal, and Scientific GPT Models","Generative pre-trained transformer (GPT) models have revolutionized the field
of natural language processing (NLP) with remarkable performance in various
tasks and also extend their power to multimodal domains. Despite their success,
large GPT models like GPT-4 face inherent limitations such as considerable
size, high computational requirements, complex deployment processes, and closed
development loops. These constraints restrict their widespread adoption and
raise concerns regarding their responsible development and usage. The need for
user-friendly, relatively small, and open-sourced alternative GPT models arises
from the desire to overcome these limitations while retaining high performance.
In this survey paper, we provide an examination of alternative open-sourced
models of large GPTs, focusing on user-friendly and relatively small models
that facilitate easier deployment and accessibility. Through this extensive
survey, we aim to equip researchers, practitioners, and enthusiasts with a
thorough understanding of user-friendly and relatively small open-sourced
models of large GPTs, their current state, challenges, and future research
directions, inspiring the development of more efficient, accessible, and
versatile GPT models that cater to the broader scientific community and advance
the field of general artificial intelligence. The source contents are
continuously updating in https://github.com/GPT-Alternatives/gpt_alternatives.",6
2308.15364v1,cs.LG,Heterogeneous Multi-Task Gaussian Cox Processes,"This paper presents a novel extension of multi-task Gaussian Cox processes
for modeling multiple heterogeneous correlated tasks jointly, e.g.,
classification and regression, via multi-output Gaussian processes (MOGP). A
MOGP prior over the parameters of the dedicated likelihoods for classification,
regression and point process tasks can facilitate sharing of information
between heterogeneous tasks, while allowing for nonparametric parameter
estimation. To circumvent the non-conjugate Bayesian inference in the MOGP
modulated heterogeneous multi-task framework, we employ the data augmentation
technique and derive a mean-field approximation to realize closed-form
iterative updates for estimating model parameters. We demonstrate the
performance and inference on both 1D synthetic data as well as 2D urban data of
Vancouver.",1
2308.15466v1,cs.LG,Input margins can predict generalization too,"Understanding generalization in deep neural networks is an active area of
research. A promising avenue of exploration has been that of margin
measurements: the shortest distance to the decision boundary for a given sample
or its representation internal to the network. While margins have been shown to
be correlated with the generalization ability of a model when measured at its
hidden representations (hidden margins), no such link between large margins and
generalization has been established for input margins. We show that while input
margins are not generally predictive of generalization, they can be if the
search space is appropriately constrained. We develop such a measure based on
input margins, which we refer to as `constrained margins'. The predictive power
of this new measure is demonstrated on the 'Predicting Generalization in Deep
Learning' (PGDL) dataset and contrasted with hidden representation margins. We
find that constrained margins achieve highly competitive scores and outperform
other margin measurements in general. This provides a novel insight on the
relationship between generalization and classification margins, and highlights
the importance of considering the data manifold for investigations of
generalization in DNNs.",1
2308.14407v1,physics.optics,Identifying topology of leaky photonic lattices with machine learning,"We show how machine learning techniques can be applied for the classification
of topological phases in leaky photonic lattices using limited measurement
data. We propose an approach based solely on bulk intensity measurements, thus
exempt from the need for complicated phase retrieval procedures. In particular,
we design a fully connected neural network that accurately determines
topological properties from the output intensity distribution in dimerized
waveguide arrays with leaky channels, after propagation of a spatially
localized initial excitation at a finite distance, in a setting that closely
emulates realistic experimental conditions.",1
2308.14864v1,cs.LG,NAS-X: Neural Adaptive Smoothing via Twisting,"We present Neural Adaptive Smoothing via Twisting (NAS-X), a method for
learning and inference in sequential latent variable models based on reweighted
wake-sleep (RWS). NAS-X works with both discrete and continuous latent
variables, and leverages smoothing SMC to fit a broader range of models than
traditional RWS methods. We test NAS-X on discrete and continuous tasks and
find that it substantially outperforms previous variational and RWS-based
methods in inference and parameter recovery.",1
2308.14359v1,cs.AI,Effect of Attention and Self-Supervised Speech Embeddings on Non-Semantic Speech Tasks,"Human emotion understanding is pivotal in making conversational technology
mainstream. We view speech emotion understanding as a perception task which is
a more realistic setting. With varying contexts (languages, demographics, etc.)
different share of people perceive the same speech segment as a non-unanimous
emotion. As part of the ACM Multimedia 2023 Computational Paralinguistics
ChallengE (ComParE) in the EMotion Share track, we leverage their rich dataset
of multilingual speakers and multi-label regression target of 'emotion share'
or perception of that emotion. We demonstrate that the training scheme of
different foundation models dictates their effectiveness for tasks beyond
speech recognition, especially for non-semantic speech tasks like emotion
  understanding. This is a very complex task due to multilingual speakers,
variability in the target labels, and inherent imbalance in the regression
dataset. Our results show that HuBERT-Large with a self-attention-based
light-weight sequence model provides 4.6% improvement over the reported
baseline.",8
2308.15448v1,cs.CL,Vulgar Remarks Detection in Chittagonian Dialect of Bangla,"The negative effects of online bullying and harassment are increasing with
Internet popularity, especially in social media. One solution is using natural
language processing (NLP) and machine learning (ML) methods for the automatic
detection of harmful remarks, but these methods are limited in low-resource
languages like the Chittagonian dialect of Bangla.This study focuses on
detecting vulgar remarks in social media using supervised ML and deep learning
algorithms.Logistic Regression achieved promising accuracy (0.91) while simple
RNN with Word2vec and fastTex had lower accuracy (0.84-0.90), highlighting the
issue that NN algorithms require more data.",6
2308.12891v1,math.NA,A class of Discontinuous Galerkin methods for nonlinear variational problems,"In the context of Discontinuous Galerkin methods, we study approximations of
nonlinear variational problems associated with convex energies. We propose
element-wise nonconforming finite element methods to discretize the continuous
minimisation problem. Using $\Gamma$-convergence arguments we show that the
discrete minimisers converge to the unique minimiser of the continuous problem
as the mesh parameter tends to zero, under the additional contribution of
appropriately defined penalty terms at the level of the discrete energies. We
finally substantiate the feasibility of our methods by numerical examples.",2
2308.15262v1,cs.CV,Enhancing OCR Performance through Post-OCR Models: Adopting Glyph Embedding for Improved Correction,"The study investigates the potential of post-OCR models to overcome
limitations in OCR models and explores the impact of incorporating glyph
embedding on post-OCR correction performance. In this study, we have developed
our own post-OCR correction model. The novelty of our approach lies in
embedding the OCR output using CharBERT and our unique embedding technique,
capturing the visual characteristics of characters. Our findings show that
post-OCR correction effectively addresses deficiencies in inferior OCR models,
and glyph embedding enables the model to achieve superior results, including
the ability to correct individual words.",1
2308.13096v1,cond-mat.mtrl-sci,Electronic Structure Prediction of Multi-million Atom Systems Through Uncertainty Quantification Enabled Transfer Learning,"The ground state electron density - obtainable using Kohn-Sham Density
Functional Theory (KS-DFT) simulations - contains a wealth of material
information, making its prediction via machine learning (ML) models attractive.
However, the computational expense of KS-DFT scales cubically with system size
which tends to stymie training data generation, making it difficult to develop
quantifiably accurate ML models that are applicable across many scales and
system configurations. Here, we address these fundamental challenges using
Bayesian neural networks and employ transfer learning to leverage the
multi-scale nature of the training data. Our ML models employ descriptors
involving simple scalar products, comprehensively sample system configurations
through thermalization, and quantify uncertainty in electron density
predictions. We show that our models incur significantly lower data generation
costs while allowing confident - and when verifiable, accurate - predictions
for a wide variety of bulk systems well beyond training, including systems with
defects, different alloy compositions, and at unprecedented, multi-million-atom
scales.",2
2308.14120v2,cs.LG,Empowering Clinicians and Democratizing Data Science: Large Language Models Automate Machine Learning for Clinical Studies,"A knowledge gap persists between Machine Learning (ML) developers (e.g., data
scientists) and practitioners (e.g., clinicians), hampering the full
utilization of ML for clinical data analysis. We investigated the potential of
the chatGPT Advanced Data Analysis (ADA), an extension of GPT-4, to bridge this
gap and perform ML analyses efficiently. Real-world clinical datasets and study
details from large trials across various medical specialties were presented to
chatGPT ADA without specific guidance. ChatGPT ADA autonomously developed
state-of-the-art ML models based on the original study's training data to
predict clinical outcomes such as cancer development, cancer progression,
disease complications, or biomarkers such as pathogenic gene sequences.
Strikingly, these ML models matched or outperformed their published
counterparts. We conclude that chatGPT ADA offers a promising avenue to
democratize ML in medicine, making advanced analytics accessible to non-ML
experts and promoting broader applications in medical research and practice.",1
2308.15182v1,math.NA,Stabilised finite element method for Stokes problem with nonlinear slip condition,"This work introduces a stabilised finite element formulation for the Stokes
flow problem with a nonlinear slip boundary condition of friction type. The
boundary condition is enforced with the help of an additional Lagrange
multiplier and the stabilised formulation is based on simultaneously
stabilising both the pressure and the Lagrange multiplier. We establish the
stability and the a priori error analyses, and perform a numerical convergence
study in order to verify the theory.",1
2308.14423v1,cs.CL,GADePo: Graph-Assisted Declarative Pooling Transformers for Document-Level Relation Extraction,"Document-level relation extraction aims to identify relationships between
entities within a document. Current methods rely on text-based encoders and
employ various hand-coded pooling heuristics to aggregate information from
entity mentions and associated contexts. In this paper, we replace these rigid
pooling functions with explicit graph relations by leveraging the intrinsic
graph processing capabilities of the Transformer model. We propose a joint
text-graph Transformer model, and a graph-assisted declarative pooling (GADePo)
specification of the input which provides explicit and high-level instructions
for information aggregation. This allows the pooling process to be guided by
domain-specific knowledge or desired outcomes but still learned by the
Transformer, leading to more flexible and customizable pooling strategies. We
extensively evaluate our method across diverse datasets and models, and show
that our approach yields promising results that are comparable to those
achieved by the hand-coded pooling functions.",5
2308.12325v1,q-bio.QM,Predicting Drug Solubility Using Different Machine Learning Methods -- Linear Regression Model with Extracted Chemical Features vs Graph Convolutional Neural Network,"Predicting the solubility of given molecules is an important task in the
pharmaceutical industry, and consequently this is a well-studied topic. In this
research, we revisited this problem with the advantage of modern computing
resources. We applied two machine learning models, a linear regression model
and a graph convolutional neural network model, on multiple experimental
datasets. Both methods can make reasonable predictions while the GCNN model had
the best performance. However, the current GCNN model is a black box, while
feature importance analysis from the linear regression model offers more
insights into the underlying chemical influences. Using the linear regression
model, we show how each functional group affects the overall solubility.
Ultimately, knowing how chemical structure influences chemical properties is
crucial when designing new drugs. Future work should aim to combine the high
performance of GCNNs with the interpretability of linear regression, unlocking
new advances in next generation high throughput screening.",6
2308.15299v1,cs.CL,TaskLAMA: Probing the Complex Task Understanding of Language Models,"Structured Complex Task Decomposition (SCTD) is the problem of breaking down
a complex real-world task (such as planning a wedding) into a directed acyclic
graph over individual steps that contribute to achieving the task, with edges
specifying temporal dependencies between them. SCTD is an important component
of assistive planning tools, and a challenge for commonsense reasoning systems.
We probe how accurately SCTD can be done with the knowledge extracted from
Large Language Models (LLMs). We introduce a high-quality human-annotated
dataset for this problem and novel metrics to fairly assess performance of LLMs
against several baselines. Our experiments reveal that LLMs are able to
decompose complex tasks into individual steps effectively, with a relative
improvement of 15% to 280% over the best baseline. We also propose a number of
approaches to further improve their performance, with a relative improvement of
7% to 37% over the base model. However, we find that LLMs still struggle to
predict pairwise temporal dependencies, which reveals a gap in their
understanding of complex tasks.",7
2308.15301v1,physics.data-an,Convexity constraints on linear background models for electron energy-loss spectra,"In this paper convexity constraints are derived for a background model of
electron energy loss spectra (EELS) that is linear in the fitting parameters.
The model outperforms a power-law both on experimental and simulated
backgrounds, especially for wide energy ranges, and thus improves elemental
quantification results. Owing to the model's linearity, the constraints can be
imposed through fitting by quadratic programming. This has important advantages
over conventional nonlinear power-law fitting such as high speed, not requiring
initial parameters, and a guaranteed unique solution. As such, the need for
user input is significantly reduced, which is essential for unsupervised
treatment of large data sets. This is demonstrated on a demanding spectrum
image of a semiconductor device sample with a high number of elements over a
wide energy range.",2
2308.14972v1,cs.RO,LLM-Based Human-Robot Collaboration Framework for Manipulation Tasks,"This paper presents a novel approach to enhance autonomous robotic
manipulation using the Large Language Model (LLM) for logical inference,
converting high-level language commands into sequences of executable motion
functions. The proposed system combines the advantage of LLM with YOLO-based
environmental perception to enable robots to autonomously make reasonable
decisions and task planning based on the given commands. Additionally, to
address the potential inaccuracies or illogical actions arising from LLM, a
combination of teleoperation and Dynamic Movement Primitives (DMP) is employed
for action correction. This integration aims to improve the practicality and
generalizability of the LLM-based human-robot collaboration system.",6
2308.14904v1,cs.CV,Maturity-Aware Active Learning for Semantic Segmentation with Hierarchically-Adaptive Sample Assessment,"Active Learning (AL) for semantic segmentation is challenging due to heavy
class imbalance and different ways of defining ""sample"" (pixels, areas, etc.),
leaving the interpretation of the data distribution ambiguous. We propose
""Maturity-Aware Distribution Breakdown-based Active Learning'' (MADBAL), an AL
method that benefits from a hierarchical approach to define a multiview data
distribution, which takes into account the different ""sample"" definitions
jointly, hence able to select the most impactful segmentation pixels with
comprehensive understanding. MADBAL also features a novel uncertainty
formulation, where AL supporting modules are included to sense the features'
maturity whose weighted influence continuously contributes to the uncertainty
detection. In this way, MADBAL makes significant performance leaps even in the
early AL stage, hence reducing the training burden significantly. It
outperforms state-of-the-art methods on Cityscapes and PASCAL VOC datasets as
verified in our extensive experiments.",5
2308.11503v1,math.NA,Multi-level Neural Networks for Accurate Solutions of Boundary-Value Problems,"The solution to partial differential equations using deep learning approaches
has shown promising results for several classes of initial and boundary-value
problems. However, their ability to surpass, particularly in terms of accuracy,
classical discretization methods such as the finite element methods, remains a
significant challenge. Deep learning methods usually struggle to reliably
decrease the error in their approximate solution. A new methodology to better
control the error for deep learning methods is presented here. The main idea
consists in computing an initial approximation to the problem using a simple
neural network and in estimating, in an iterative manner, a correction by
solving the problem for the residual error with a new network of increasing
complexity. This sequential reduction of the residual of the partial
differential equation allows one to decrease the solution error, which, in some
cases, can be reduced to machine precision. The underlying explanation is that
the method is able to capture at each level smaller scales of the solution
using a new network. Numerical examples in 1D and 2D are presented to
demonstrate the effectiveness of the proposed approach. This approach applies
not only to physics informed neural networks but to other neural network
solvers based on weak or strong formulations of the residual.",8
2308.14487v1,math.NA,Deep multi-step mixed algorithm for high dimensional non-linear PDEs and associated BSDEs,"We propose a new multistep deep learning-based algorithm for the resolution
of moderate to high dimensional nonlinear backward stochastic differential
equations (BSDEs) and their corresponding parabolic partial differential
equations (PDE). Our algorithm relies on the iterated time discretisation of
the BSDE and approximates its solution and gradient using deep neural networks
and automatic differentiation at each time step. The approximations are
obtained by sequential minimisation of local quadratic loss functions at each
time step through stochastic gradient descent. We provide an analysis of
approximation error in the case of a network architecture with weight
constraints requiring only low regularity conditions on the generator of the
BSDE. The algorithm increases accuracy from its single step parent model and
has reduced complexity when compared to similar models in the literature.",2
2308.14933v1,math.NA,A hybridizable discontinuous Galerkin method for the dual-porosity-Stokes problem,"We introduce and analyze a hybridizable discontinuous Galerkin (HDG) method
for the dual-porosity-Stokes problem. This coupled problem describes the
interaction between free flow in macrofractures/conduits, governed by the
Stokes equations, and flow in microfractures/matrix, governed by a
dual-porosity model. We prove that the HDG method is strongly conservative,
well-posed, and give an a priori error analysis showing dependence on the
problem parameters. Our theoretical findings are corroborated by numerical
examples",1
2308.14705v1,stat.ML,Diversified Ensemble of Independent Sub-Networks for Robust Self-Supervised Representation Learning,"Ensembling a neural network is a widely recognized approach to enhance model
performance, estimate uncertainty, and improve robustness in deep supervised
learning. However, deep ensembles often come with high computational costs and
memory demands. In addition, the efficiency of a deep ensemble is related to
diversity among the ensemble members which is challenging for large,
over-parameterized deep neural networks. Moreover, ensemble learning has not
yet seen such widespread adoption, and it remains a challenging endeavor for
self-supervised or unsupervised representation learning. Motivated by these
challenges, we present a novel self-supervised training regime that leverages
an ensemble of independent sub-networks, complemented by a new loss function
designed to encourage diversity. Our method efficiently builds a sub-model
ensemble with high diversity, leading to well-calibrated estimates of model
uncertainty, all achieved with minimal computational overhead compared to
traditional deep self-supervised ensembles. To evaluate the effectiveness of
our approach, we conducted extensive experiments across various tasks,
including in-distribution generalization, out-of-distribution detection,
dataset corruption, and semi-supervised settings. The results demonstrate that
our method significantly improves prediction reliability. Our approach not only
achieves excellent accuracy but also enhances calibration, surpassing baseline
performance across a wide range of self-supervised architectures in computer
vision, natural language processing, and genomics data.",6
